,menus.description,menus.name
12662,"Carne Lechuga, Queso, Tomate a tu Eleccion",Taco
12663,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12664,"Battered fish, spicy cole slaw tortilla shells, salsa",Taco
12666,"A flour tortilla filled with charbroiled chicken, lettuce, shredded jack and cheddar cheeses and santa fe sauce",Taco
12667,"A crisp corn tortilla filled with seasoned ground beef, shredded lettuce, hot sauce and jack and cheddar cheeses",Taco
12668,"A crisp corn tortilla filled with seasoned ground beef, shredded lettuce, beans, hot sauce and American cheese",Taco
12675,Three corn tortillas filled with pork and pico de gallo. Served with rice and beans.,Taco
12676,Three corn tortillas filled with seasoned steak and pico de gallo. Served with rice and beans.,Taco
12677,"Three corn tortillas smothered with a deep red chipotle sauce and filled with your choice of steak or chicken. Topped with cheese, pico de gallo and guacamole. Served with rice and beans.",Taco
12678,"Served in a crispy flour tortilla shell consisting of lettuce, cheese, tomato and your choice of chicken, ground beef, or shredded beef. Taco salad with the added option of Fajita chicken or steak.",Taco
12679,"(chicken, ground beef or shredded beef) , rice and beans.",Taco
12692,"Large crispy tortilla with choice of meat, lettuce, cheese and tomatoes. Topped with sour cream and guacamole.",Taco
12695,"Cabbage, pico de gallo, and house dressing.",Taco
12696,"Cabbage, pico de gallo and house dressing.",Taco
12697,"Deep fried tortilla with choice of meat, lettuce, cheese and tomatoes.",Taco
12698,"Two corn tortillas, beans, vegetables, lettuce and cheese.",Taco
12699,"Soft corn tortilla with choice of meat, lettuce, cheese and tomatoes.",Taco
12700,"Choice of meat, lettuce, salsa, onions and cilantro.",Taco
12701,"Tortilla chips, ground salmon, shredded cheddarcheese, shredded lettuce, diced tomato, diced onion, black olives, salsa and sour cream",Taco
12702,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12703,"Refried beans, sausage, lettuce, tomatoes,  black olives, tortilla chips, cheddar cheese",Taco
12704,"4 tacos with pork, cilantro, onions, lime, hot red sauce",Taco
12705,"4 tacos with pork, cilantro, onions, lime, hot red sauce",Taco
12706,"Speakeasy prohibition ale batter, seasonal fish, slaw, tomatoes, feta cheese, jalapeno aioli",Taco
12707,"Guajillo chili sauce, onions, peppers, cabbage, queso fresco, salsa",Taco
12710,"Ahi tuna, avocado, wakame, sriracha aioli",Taco
12711,"Ahi tuna, avocado, wakame, sriracha aioli",Taco
12713,"2 double corn tortillas stuffed with lettuce, cheese, avocado, and fresh pico de gallo. Your choice of chicken, turkey, chorizo or veggie chorizo. Seved with black beans.",Taco
12716,"2 double corn tortillas stuffed with lettuce, cheese, avocado, and fresh pico de gallo. Your choice of chicken, turkey, chorizo or veggie chorizo. Seved with black beans.",Taco
12718,"3 beef tacos, beans",Taco
12720,With side of beans,Taco
12724,"Three ground beef or chicken, choice of soft or crispy",Taco
12725,Ground beef or cheese,Taco
12726,Ground beef or chicken,Taco
12727,Carne Guisada Available During Lunch And Dinner,Taco
12728,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
12729,"Blackened or fried white fish topped with pico de gallo, cabbage and a special sauce inside a flour tortilla.",Taco
12730,"Blackened or fried white fish topped with pico de gallo, cabbage and a special sauce inside a flour tortilla.",Taco
12731,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12732,"Tuna marinated in citrus, mangos, strawberries, i-Fish guacamole and rice. Topped with Thai vinaigrette.",Taco
12733,Pork shoulder in bulgogi sauce. Served in a crispy fried wonton shell with sweet chili pickled cucumbers.,Taco
12734,"honey-chipotle aioli, red cabbage",Taco
12735,"Three flour tortillas filled with shrimp, jalapenos, monterey jack cheese, and bacon. served with sliced avocado, rice, and a cheese puff",Taco
12736,"Three beef, chicken, or pork fajita tacos. served with rice, pico de gallo, guacamole and charro beans",Taco
12738,"Three shredded beef or chicken grilled tacos with lettuce, tomato, avocados, and monterey jack cheese. served with rice and beans.",Taco
12739,3 ground beef crispy taco. served with rice and beans.,Taco
12743,Niman ranch BBQ pork ribs -Mexican chocolate-cabbage slow,Taco
12745,With guacamole,Taco
12746,With guacamole,Taco
12747,"(lettuce, cheese, guacamole, sour cream)",Taco
12748,"(lettuce, cheese)",Taco
12750,"Filled with lettuce, tomatoes, sour cream, cheese, onions, cilantro, and your choice of meat served with salsa on side",Taco
12751,"The biggest tacos in des moines, made with onions, cilantro andyour choice of meat",Taco
12752,Make it with chicken or beef.,Taco
12753,Make it with chicken or beef.,Taco
12754,"Egg washed tilipia filet, slaw, avocado, cilantro mao and chile de arbol salsa",Taco
12755,"Tequilla marinated grilled chicken breast, cilantro mayo, salsa verde and pico de gallo",Taco
12756,"Braised pork, pico de gallo, refried beans and roasted salsa",Taco
12757,"Grilled tenderloin, pico de gallo, refried beans and avogado",Taco
12758,"Grilled squash, cilantro mayo, roasted bell peppers, salsa verde and avocado",Taco
12759,Three folded corn tortilla with your choice of meat filling. Dressed with shredded lettuce and tomatoes or onions and cilantro,Taco
12762,"A folded corn tortilla with your choice of meat filling, dressed with shredded lettuce and tomatoes or onions and cilantro",Taco
12765,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
12767,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
12768,"This taco bell fresco taco is a warm, soft flour tortilla filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
12769,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
12770,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
12772,"A warm, soft flour tortilla spread with hearty beans and wrapped around a crunchy corn taco shell filled with seasoned ground beef, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes and reduced fat sour cream.",Taco
12773,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese doritos chips.",Taco
12774,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
12775,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
12776,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
12778,"Two tacos with the choice of meat, handmade corn or flour tortillas, one papota and a soft drink",Taco
12779,"Seasoned slow roasted pork, shaved cabbage, pico de gallo and poblano sour cream with seasoned rice and black beans",Taco
12780,"Lightly battered and fried fish or shrimp with baja taco sauce, shaved cabbage, pico de gallo and sour cream on flour tortillas with seasoned rice and black beans",Taco
12781,"Grilled or fried, with shaved cabbage, baja taco sauce, pico de gallo and sour cream on an authentic corn or flour tortilla",Taco
12785,"Magnificent flour tortilla full of mixed greens, diced chicken, tomato wedges, avocado slices, olives, and cheddar cheese, topped with real sour cream and salsa on the side",Taco
12786,"3 soft corn tortillas, lettuce, cheese, salsa with choice of chicken or beef.",Taco
12793,"Marinated beef sirloin with cabbage, carrots, tomatoes, cilantro, avocado and sour cream. served with asian slaw and roasted tomatillo salsa.",Taco
12794,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
12795,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12797,"Two corn tortillas filled with breaded fish, cabbage slaw, pico de gallo and special sauce.  served with a medley of black beans, corn and garlic rice.",Taco
12798,"Two hard or soft tortillas filled with your choice of meat, lettuce, cheese and tomatoes.  served with rice and beans.",Taco
12799,"Bistec, pescado or carnitas",Taco
12800,"Ground beef, shredded chicken or beef, guacomole, frijoles or arroz",Taco
12801,All you can eat,Taco
12803,"With native corn salad, smoked trout fish with crabmeat, kabayaki and ajl amarillo",Taco
12807,"Battered white fish, slaw, cream sauce",Taco
12808,"Whitefish, cabbage, chipotle crema, salsa verde, rice, beans",Taco
12809,"Whitefish, cabbage, chipotle crema, salsa verde, rice, beans",Taco
12810,"Choose Carne Asada, Chicken or Carnitas. Two tacos with salsa verde, onions, cilantro and queso fresco served with rice, beans, sour cream and salsa fresca on the side",Taco
12812,"choice of carnitas, carne asada or chicken, onions, cilantro, salsa verde, queso fresco",Taco
12813,"Choice of carnitas, carne asada or chicken, onions, cilantro, salsa verde, queso fresco",Taco
12819,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12820,"Six tacos fried to order full of ground beef, cheese, lettuce and tomatoes, topped with chipotle sour cream",Taco
12821,"Six tacos fried to order full of ground beef, cheese, lettuce and tomatoes, topped with chipotle sour cream",Taco
12823,"(served broiled or fried) two mahi mahi filets with cabbage, cilantro, avocado, and salsa wrapped in two flour tortillas.",Taco
12824,"Cilantro Tomatillo, Ancho Chili and Buttermilk Tortillas, Crispy Fish, Chipotle Crema, Mango Pico, Guacamole, Cheese, Cabbage, and Lime",Taco
12829,"Buttermilk Tortillas, Crispy Fish, Chipotle Crema, Mango Pico, Shredded Cabbage and Lime",Taco
12830,"Corn Tortillas, Crispy Fish, Cilantro, Fresh Onions, Chipotle Crema, Shredded Cabbage, Red Salsa, and Lime",Taco
12832,Tacos Per Order,Taco
12833,"Cilantro Tomatillo, Ancho Chili and Buttermilk Tortillas, Crispy Fish, Chipotle Crema, Mango Pico, Guacamole, Cheese, Cabbage, and Lime",Taco
12836,"Corn Tortillas, Crispy Fish, Cilantro, Fresh Onions, Chipotle Crema, Shredded Cabbage, Red Salsa, and Lime",Taco
12837,(2) tenderloin steak strips on fresh tortillas.,Taco
12838,(2) marinated grilled chicken on fresh tortillas.,Taco
12839,"Pescado baja, pulpo, camaron",Taco
12840,"Asada, chicken, carnitas, pollo con mole, cochinita pibil",Taco
12841,"Shredded beef, chicken, potato",Taco
12842,"Asada, chicken, carnitas, pollo con mole, cochinita pibil",Taco
12843,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12845,"Blackened tilapia, cabbage, pico de galla, baja sauce",Taco
12846,"Soft or Crisp, Beef or Chicken",Taco
12849,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
12850,Grilled all natural chicken raised without antibiotics,Taco
12856,"Blackened fish tacos on three flour tortillas topped with seasonal peppers, pico de gallo and fresh-cut slaw. Cilantro lime rice.",Taco
12857,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12858,"Three flour tortillas with housemade guacamole, crema, mango salsa, cilantro",Taco
12859,"three flour tortillas with housemade guacamole, crema, mango salsa, cilantro",Taco
12860,"Adobo suace, cotija, chipotle crema, cilantro, crispy shallots",Taco
12861,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
12862,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
12863,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
12864,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
12869,"Topped with a chipotle sauce, tomatoes, avocado and shredded greens served with chopped salad with choice of dressing",Taco
12871,Octopus,Taco
12881,Chili Powder and a combination of other Special Spices,Taco
12882,"Tomato, red pepper and spices",Taco
12883,"Tomato, red pepper and spices",Taco
12884,"With lettuce, tomato, cheddar cheese, onion and ground beef",Taco
12886,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
12887,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
12888,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
12889,"Marinated shoulder cut, taco slaw, spicy aioli, corn tortillas, black beans, rice",Taco
12890,"Spicy marinated roasted chicken, taco slaw, avocado aioli, corn tortillas, black beans, rice",Taco
12891,"Deep fried corn tortillas, spicy marinated roasted chicken, jack cheese, taco slaw, salsa roja",Taco
12892,"Spicy marinated roasted chicken, taco slaw, avocado aioli, corn tortillas, black beans, rice",Taco
12893,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12894,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
12895,Grilled all natural chicken raised without antibiotics,Taco
12900,"Wahoo, avocado, cabbage, pico de gallo  and avocado salsa.",Taco
12901,"Hand breaded fried wahoo, topped with   cabbage, pico de gallo and tangy salsa",Taco
12902,"Any combination of two original baja or americano soft  tacos. served with rice and black or pinto beans. choice  of chicken, pork carnitas, steak, wahoo or shrimp.",Taco
12903,"Grilled corn tortillas with salsa, onions and cilantro.  choice of chicken, pork carnitas, steak or shrimp.",Taco
12909,With chili hoisin sauce.1taco,Taco
12910,With spicy teriyaki sauce.1taco,Taco
12911,"Carne asada, al pastor, carnitas, or grilled chicken",Taco
12912,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With chicken or steak.",Taco
12915,Pit Meat or Chicken,Taco
12916,"Three crispy tortillas rolled and topped with refried beans, Lettuce, sour cream, cheese and your choice of meat",Taco
12918,Corn tortilla served with onions and cilantro And your choice of meat,Taco
12919,Corn tortilla served with onions and cilantro And your choice of meat,Taco
12920,"Three crispy tortillas rolled and topped with refried beans, Lettuce, sour cream, cheese and your choice of meat",Taco
12926,"Beef or chicken. with onions, olives, tomatoes, cheddar cheese and lettuce",Taco
12930,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
12931,"12 crunchy or soft tacos filled with seasoned beef, crisp shredded lettuce and real cheddar cheese",Taco
12932,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
12933,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
12934,"This taco bell fresco taco is a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
12936,"A warm, soft flour tortilla spread with hearty beans and wrapped around a crunchy corn taco shell filled with seasoned ground beef, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes and reduced fat sour cream.",Taco
12937,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese Doritos chips.",Taco
12938,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
12939,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
12940,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
12944,"Ground beef, black olives, jalapeno peppers, shredded lettuce, mozzarella, diced tomatoes and blended cheeses.",Taco
12946,"Two soft corn tortillas with tilapia, shredded lime cabbage, cheese, cilantro, chili-lime sauce and pico de gallo",Taco
12947,"Two soft corn tortillas with crispy fried tilapia, shredded lime cabbage, cheese, cilantro, chili-lime sauce and pico de gallo",Taco
12948,"Carne asada, bacon, chorizo, grilled pineapple, melted cheese, peppers and onions",Taco
12949,"Braised pork, guajillo chiles, topped with pickled red onions and roasted tomatillo avocado sauce",Taco
12950,"Three soft corn tortillas with choice of chicken, carne asada or carnitas with cilantro, onions, sour cream, guacamole and pico de gallo",Taco
12951,"Two homemade corn tortillas with choice of grilled chicken, carne asada or carnitas with cilantro, onions and guacamole",Taco
12952,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12956,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12957,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
12958,"Soft tortilla with your choice of meat, onion, cilantro, salsa and salad",Taco
12959,Choice of beef or chicken,Taco
12965,"blackened cod, cucumber riata, pickled onion, shaved cabbage",Taco
12974,"With guacamole, cheese",Taco
12975,(Beef or chicken),Taco
12981,"Made with fresh grilled marinated seasonal fish, topped with cabbage, cilantro and dressing. served with rice and refried olla beans",Taco
12983,"Two flour tortillas filled with grilled chicken breast, lettuce, guacamole, olla beans, salsa fresca and cojita cheese. served with rice and olla beans",Taco
12984,"Two crispy tacos stuffed with shrimp, cabbage, dressing, house salsa and avocado slices. served with rice and olla beans",Taco
12985,"Two tacos made with soft corn tortillas, stuffed homemade michoacan style carnitas, garnished with pur famous escabeche. served with rice and olla beans",Taco
12992,Chicken or beef,Taco
12993,"Four grilled Cod tacos served in corn tortillas with pico de gallo, Mexican rice and a side of queso",Taco
12996,"3 tocos, guacamole, rice, beans, sopaipillas",Taco
12997,"Crispy petrale sole, corn tortilla, cabbage slaw, siracha mayo",Taco
13001,"A 6 soft warm tortilla filled with meat, beans, cheese, lettuce and tomatoes",Taco
13006,"Two Marinated Steak Tacos, Served With Rice And Beans",Taco
13008,"Ground beef, sour cream, cheddar cheese, diced tomatoes and lettuce.",Taco
13010,"Cheese crusted tortilla, carnitas, bacon chorizo, chipotle, cumin crema, guacamole, roasted garlic, cilantro",Taco
13011,"Cheese crusted tortilla, carnitas, bacon chorizo, chipotle, cumin crema, guacamole, roasted garlic, cilantro",Taco
13012,A la carte,Taco
13015,"Fry bread topped with lamb adovado (chile marinated, slow roasted and shredded leg of lamb) and pinto beans, lettuce, tomatoes, cheese, onions, and salsa de jitomate norteno",Taco
13016,"Filled wtih chicken, beef, or portabella mushroom, lettuce, tomatoes, onions, and cheese. served with black beans and salsa",Taco
13018,Six mini tacos al carbon. steak or chicken,Taco
13019,"For two people make your own tacos at the table with warm corn or flour tortillas, pico de gallo, guacamole, radishes, cilantro, your choice of grilled steak, chicken or mix.",Taco
13021,"Ground beef, cheese, salsa, lettuce, tomato, sour cream",Taco
13024,"Two soft flour tortillas filled with chicken, steak, seasoned ground beef or pork, lettuce, pico de gallo, and cheese.",Taco
13032,"Korean style bbq beef, avocado, tomato, cilantro, cucumber",Taco
13033,"Grilled shrimp, 3-pepper adobo sauce, crispy leeks, cilantro, flour tortilla, avocado",Taco
13038,"Seasoned lean ground beef, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla.",Taco
13039,"Choice of 2 original, shredded beef or chicken tacos. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink.",Taco
13040,"Seasoned lean ground beef, mild real cheddar cheese, fresh lettuce and tomato on a bun.",Taco
13041,"Seasoned lean shredded beef , mild real cheddar cheese, fresh lettuce and tomato in a soft corn tortilla.",Taco
13044,"Seasoned lean ground beef, mild real cheddar cheese, fresh lettuce and tomato all served in a crispy corn taco shell.",Taco
13048,"All white meat chicken, mild red sauce, mild real cheddar cheese, fresh lettuce and tomato in a soft flour tortilla.",Taco
13049,"All white meat chicken, spicy green sauce, sour cream, mild real cheddar cheese and fresh lettuce in a soft corn tortilla.",Taco
13052,"Tortilla chips topped with taco meat, queso, shredded cheese, lettuce, pico de gallo, guacamole, sour cream, jalapenos and taco sauce",Taco
13053,with tortilla chips,Taco
13054,"Yellow fin tuna, white rice, wasabi cream",Taco
13056,Wasabi cream,Taco
13057,"Charbroiled skrit steak marinated in our fajita seasoning, rolled in soft tortillas, served with rice, beans, guacamole and pico de gallo",Taco
13058,"Crisp corn shell filled with lettuce, shredded cheese, chicken, ground beef or beans",Taco
13060,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13062,"Sauteed shrimp, chipotle mayo, pico de gallo, avocado, and lettuce, with spanish rice and black beans",Taco
13063,"House-smoked pork, diced pineapple, red onion, and cilantro on soft corn tortillas, served with spanish rice and black beans",Taco
13065,"Tilapia stuffed tacos, lettuce, spicy mango salsa and chipotle mayo, with spanish rice and black beans",Taco
13066,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
13067,"A crunchy, red corn tortilla shell, filled with seasoned ground beef, crisp shredded lettuce, real cheddar cheese and topped off with cheesy, molten hot lava sauce.",Taco
13068,"12 crunchy or soft tacos filled with seasoned beef, crisp shredded lettuce and real cheddar cheese",Taco
13069,"A warm, soft flour tortilla filled with authentic carne asada steak, real cheddar cheese, crisp shredded lettuce, diced ripe tomatoes, and avocado ranch sauce.",Taco
13070,"This taco bell fresco taco is a warm, soft flour tortilla filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
13071,"This taco bell fresco taco is a warm, soft flour tortilla filled with authentic carne asada steak, crisp shredded lettuce, diced ripe tomatoes, and fiesta salsa.",Taco
13072,"This taco bell fresco taco is a crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and fiesta salsa.",Taco
13074,"A crunchy taco made with premium seasoned beef, crisp lettuce, and real cheddar cheese, in a shell made from nacho cheese Doritos chips.",Taco
13075,"A crunchy, corn taco shell filled with seasoned ground beef, reduced fat sour cream, crisp shredded lettuce, real cheddar cheese, and diced ripe tomatoes.",Taco
13076,"A crunchy, corn taco shell filled with seasoned ground beef, crisp shredded lettuce, and real cheddar cheese.",Taco
13077,"A warm, soft flour tortilla filled with crispy potato bites, pepper jack sauce, crisp shredded lettuce, and real cheddar cheese.",Taco
13080,"Corn tortilla filled with fried fish, cabbage, yogurt sauce and roasted tomato slasa",Taco
13081,Served with salsa,Taco
13083,"Beef, chicken, pork, or spicy pork",Taco
13084,"2 soft tacos, wasabi-apple-ginger coleslaw, tomatoes, avocado, cilantro cream on",Taco
13085,Lightly battered fish fillet drizzled with creamy lime sauce and spicy fire-roasted chipotle salsa and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13087,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13089,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13097,Ahi poke served in a deep friend wonton shell dressed with shredded daikon carrots and drizzled with creamy horseradish.,Taco
13098,"Seasoned spinich flour tortilla, poached pangasius, white fish, mixed greens, shredded cheddar, roma tomatos, house remoulade.served with red beans and rice.",Taco
13099,Chicken or steak,Taco
13102,"2 tacos filled with fresh poblano peppers, onions and egg scramble topped off with avocado.",Taco
13104,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
13105,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
13106,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
13113,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
13114,Grilled all natural chicken raised without antibiotics,Taco
13119,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13121,"Two flour tortillas stuffed with your choice of steak  , chicken, chorizo or grouper with onions,   cilantro, pico de gallo and a spicy chipotle sauce. served with your choice of one side.",Taco
13124,"Beer-battered fish, cabbage, red onion, cilantro citrus aioli, rice, pico de gallo, tortilla chips",Taco
13127,With grilled chicken breast or carne asada steak,Taco
13129,"Blackened white fish topped with pico de gallo, cabbage and a chipotle sauce inside a flour tortilla.",Taco
13130,"fresh tuna, sesame, seaweed salad, avocado, jasmine rice, wasabi crema",Taco
13131,"Fresh tuna, sesame, seaweed salad, avocado, jasmine rice, wasabi crema",Taco
13132,"3 soft tacos, salsa",Taco
13133,Soft or Hard Shell Tacos,Taco
13138,2 hard shell tacos with med. drink,Taco
13139,"Choice of Meat, Onions, Cilantro, and Hot or Mild Salsa",Taco
13144,"Two fried or grilled catfish topped with vinaigrette shredded cabbage, jack cheese and drizzled with our signature creamy chipotle salsa served in double corn tortilla. Served with your choice of side.",Taco
13145,Two tacos with your choice of meat served with guacamole. Served with your choice of side.,Taco
13147,"Chicken, pork or certified angus beef. Includes fries or chips and drink.",Taco
13150,Fresh made flour or corn tortillas.,Taco
13151,Fresh made flour or corn tortillas. Your choice of meat.,Taco
13152,Gluten-friendly,Taco
13153,"On flour with roasted corn, spanish rice, queso black beans",Taco
13154,Chicken or beef,Taco
13157,Chicken or beef,Taco
13159,Cooked whole baby octopus in a special kagura sauce,Taco
13160,"Ground beef taco, chicken tostada and cheese quesadilla",Taco
13161,Vegetarian plate,Taco
13162,3 tacos,Taco
13165,Stuffed pepper,Taco
13168,"Grilled fresh white fish in a soft corn tortilla, chipotle tartar sauce, fresh guacamole, cabbage kim chi, smoked chile de arbol salsa",Taco
13170,With Your Choice of Chicken Beef,Taco
13171,"(Choice of Beef or Chicken) Two Beef or Chicken Tacos, Rice, Beans, Green Salad",Taco
13173,Soft corn tortillas filled with beef or chicken fajitas,Taco
13174,"Fresh guacamole, cheese, salsa fresca and lettuce. Chicken taco drizzled with chipotle sauce. With grilled all natural chicken raised without antibiotics or steak.",Taco
13175,Grilled all natural chicken raised without antibiotics,Taco
13182,"soy-sambal marinated sashimi-grade ahi, napa cabbage, cucumber salad",Taco
13183,Crispy Negra Modelo beer batter fried shrimp served with spicy coleslaw,Taco
13184,Grilled marinated Pork with a black bean and roasted corn pico de gallo and chile Ancho sauce,Taco
13185,"Trio of potato and egg, chorizo and egg, and applewood smoked bacon and egg tacos",Taco
13186,slow roasted beef brisket served with spicy coleslaw,Taco
13187,beef or chicken,Taco
13190,"Chili citrus marinated mahi, cucumber slaw, pico de gallo, guacamole, lime sour cream, white corn tortillas",Taco
13191,"Citrus Marinated, Red Cabbage, Sour Cream, House Made Pico de Gallo",Taco
13192,"House Smoked Pulled Pork, Tomatillo Salsa, BBQ Sauce, Lime Sour Cream, Red Cabbage",Taco
13197,"Three flour tortillas with tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
13198,"Three flour tortillas with crispy chicken crispers, applewood smoked bacon, tomatoes, cheese, lettuce, honey-chipotle drizzle and ranch dressing.",Taco
13199,"Three flour tortillas with grilled chicken, applewood smoked bacon, tomatoes, cheese, lettuce and ancho-chile ranch dressing.",Taco
13200,"Two soft tortillas stuffed with cajun dusted grilled tilapia, pico de gallo, and avocado lime aioli. served on a bed of mixed greens.",Taco
13204,"Mixed greens, tortilla chips, salsa, homemade chili, shredded cheddar cheese, olives, and sour cream.",Taco
13205,Includes Rice and Beans,Taco
13207,Lightly battered fish fillet drizzled with creamy lime sauce and topped with shredded cabbage and fresh cilantro all tucked into two warm corn tortillas and served with a fresh lime wedge.,Taco
13208,"Jalapeno Tartar Sauce, Greens, Tomato Salsa, Blue Corn Chips",Taco
13216,"Veggie, chicken, steak, shrimp or fish",Taco
13218,Hardshell tacos stuffed with cheese served with lettuce and sour cream,Taco
13219,"De adobaba, chorizo bistec, marinated pork, Mexican sausage, steak 2.50 each de lengua o bima, tongue or Mexican veal stew 3.00 each de pescado filet of fish",Taco
13220,"Crunchy corn tortilla, spicy beef, american cheese, shredded lettuce and taco sauce..",Taco
