,menus.description,menus.name
15938,"Scrambled eggs, two strips of bacon, shredded jack and cheddar cheeses wrapped in a warm flour tortilla.",Burrito
15939,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
15941,"Flour tortilla stuffed with your choice of filling, beans and rice. Smothered in tomatillo and red sauce, covered with melted cheese mix, lettuce, sour cream, chopped black olives and chives.",Burrito
15943,"With Egg, Chorizo, Cheddar, Green Onion, and Potato",Burrito
15946,"Shaved sirloin, eggs, taters, onions, banana peppers and cheese. Mild or spicy",Burrito
15947,"A scoop of homemade veggie chili, eggs, taters, onions, tomatoes, and cheese. Mild or spicy",Burrito
15948,"Same as above but add mushrooms and greens, and subtract the swine. Mild or spicy",Burrito
15949,"Same as above but add mushrooms and greens, and subtract the swine. Mild or spicy",Burrito
15950,"Shaved sirloin, eggs, taters, onions, banana peppers and cheese. Mild or spicy",Burrito
15951,"A scoop of homemade veggie chili, eggs, taters, onions, tomatoes, and cheese. Mild or spicy",Burrito
15954,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
15956,Flour tortilla with your choice of fillings combined with red onions roasted corn pablano peppers black beans and house cheese blend topped with creamy tomatiollo pasilla sauce,Burrito
15963,"Scrambled eggs with chihuahua cheese. tomato and bacon. served with a side of sour cream, salsa and brunch potatoes.",Burrito
15967,"Egg, Turkey Sausage, Mushrooms, Cheese",Burrito
15968,"A flour tortilla fillet with refried beans, spicy ground beef, onions, deced tomatoes, sour cream, burrito sauce, and jack cheese, the burrito is then baked and topped with sauce, jack cheese, lettuce, tomatoes, and black olives. served with mexican rice, refried beans, sour cream guacamole and fresh tomato salsa",Burrito
15973,"Flour tortilla with guacamole, rice, beans, and salsa cruda",Burrito
15976,"3 eggs scrambled, texas potatoes, pico de gallo, cheddar cheese, bacon, ham, or sausage",Burrito
15977,"Scrambled eggs, chorizo, tomato, cheddar cheese, cafe potatoes, seasonal fruit",Burrito
15978,"eggs, wild mushrooms, potatoes, sweet peppers, goat cheese",Burrito
15979,"Our roasted chicken, stripped from the bone and seasoned, filling a large tortilla with tomato, lettuce, sour cream, and cheddar with 2 side dishes",Burrito
15982,Chopped meat of your choice grilled with pico de gallo and topped with cilantro and cheese,Burrito
15983,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
15984,"Chile relleno, Pollo Asado, cheese, rice, lettuce and Mexican salsa",Burrito
15985,"Shrimp, came asada, guacamole, Mexican salsa and rice",Burrito
15986,"Came asada, chorizo, lettuce, guacamole, cheese and pineapple",Burrito
15987,"Pollo Asado, guacamole, Mexican salsa and rice",Burrito
15988,"Fish, shrimp, rice tartar sauce, lettuce and Mexican salsa",Burrito
15990,"Guacamole, Mexican salsa, cheese and sour cream",Burrito
15991,"Came asada, rice, beans, guacamole and Mexican salsa",Burrito
15995,"Egg, white cheddar, datil pepper sauce, skillet fried potatoes",Burrito
15999,"Organic schultz scrambled eggs, black bean chili, cheddar, scallions, golden hashbrowns, chipotle sour cream, flour tortilla, side of organic sourdough toast",Burrito
16000,"Filled with beans, rice, cheese and your choice of meat and sauce",Burrito
16001,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16005,"A large flour tortilla or 2 corn tortillas stuffed with scrambled eggs, avocado, mushrooms, potatoes, cheese and your choice of Chorizo or Bacon. Served a la carte",Burrito
16007,Beans and cheese,Burrito
16008,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16009,"Fresh veggies sauteed in olive oil, rice, salsa, black beans, lettuce, guacamole, herbs, served in a flour tortilla",Burrito
16010,"With choice of steak, chicken or kosher hot dog",Burrito
16011,"Diced chicken fried steak, scrambled eggs, onion blend, country potatoes and cheddar cheese rolled into an unbelievably huge burrito. Covered with our house made country gravy.",Burrito
16012,"We take our extra large tortilla and stuff it with tender pork carnitas, hash browns, and scrambled eggs smothered with green chili sauce, topped with melted cheddar cheese.",Burrito
16013,"A ridiculously large burrito filled with scrambled eggs, golden hash browns, onion blend, tomatoes and cheddar cheese with your choice of bacon or sausage, smothered with green chili sauce and topped with melted cheddar cheese.",Burrito
16014,"Fluffy scrambled eggs with sauteed onion, pepper and sausage wrapped u with cheddar cheese. Served with sour cream and salsa.",Burrito
16016,"A flour tortilla, filled with a choice of chicken, chorizo, bacon, ham or sausage along with two eggs, onions, green chilies, refried beans and potatoes. Topped with our homemade pork green chili, cheese, tomatoes, sour cream and chives",Burrito
16017,"A flour tortilla, filled with a choice of chicken, chorizo, bacon, ham or sausage along with two eggs, onions, green chilies, refried beans and potatoes. Topped with our homemade pork green chili, cheese, tomatoes, sour cream and chives",Burrito
16019,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16022,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
16024,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
16025,"A flour tortilla with pulled pork, scrambled eggs and Ig Vella soft jack cheese, topped with salsa ranchero. Includes a complimentary cup of Roadhouse Joe.",Burrito
16026,Eggs and potato scramble burrito,Burrito
16027,Eggs and Mexican sausage scramble burrito,Burrito
16030,"We add lettuce, cheese, and sour cream",Burrito
16031,"Large flour tortilla filled with refried beans, shredded cheese and our tender marinated pork smothered in our zesty chili verde",Burrito
16032,"Large flour tortilla filled with refried beans, spinach rice, shredded cheese and tender beef smothered in our spicy chile Colorado",Burrito
16034,"Large flour tortilla filled with refried beans and melted cheese, smothered in our pork chile verde",Burrito
16040,"Large flour tortilla filled with refried beans, spinach rice, shredded cheese and your choice of shredded chicken, beef or pork",Burrito
16042,Large flour tortilla filled with refried beans and melted cheese,Burrito
16049,"Flour tortilla, scrambled eggs, cheddar cheese, ranchero salsa and chorizo.",Burrito
16051,A stuffed tortilla wrap of the day,Burrito
16052,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16059,"Small burritos stuffed with grilled steak chunks, rice, beans and pico de gallo.",Burrito
16060,"Small burritos stuffed with your choice of meat (chicken, beef, pork or vegetarian)",Burrito
16061,"Regular size burrito with rice, whole beans, cheese, tomatoes, onions, lettuce and guacamole",Burrito
16062,Beans and cheese only,Burrito
16064,Regular size burrito stuffed with rice and beans. Garnished with lettuce an cheese,Burrito
16065,Big burrito smothered with enchilada sauce and topped with cheese. Served with rice and beans inside. Garnished with lettuce and cheese,Burrito
16066,Wet burrito.,Burrito
16071,"Stuffed with rice, beans, pico de gallo, and salsa.",Burrito
16072,Served with rice and beans.,Burrito
16074,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16075,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16078,"Crispy or soft chile relleno, beef burrito smothered in green chile and a smothered tamale served with beans and rice.",Burrito
16079,Flour tortillas rolled and stuffed with scrambled eggs and potatoes. Smothered in red or green chile and topped with cheese.,Burrito
16081,"With scrambled eggs, chorizo, rice, beans, cheese and avocado",Burrito
16083,"Two burritos (shredded beef, chicken or pork) rice and beans, with a side of chili con carne or chili con queso.",Burrito
16086,"Mini burrito with jack cheese, rice and beans. Includes apple sauce or carrot sticks and hummus.",Burrito
16088,"Flour tortilla stuffed with cheese, beans, steak or chicken fajitas cooked with tomatoes, onions, and bell peppers. covered with cheese sauce. served with rice,  lettuce, avocado, sour cream, and pico de gallo.",Burrito
16089,"Two chopped beef burritos with cheese sauce. topped   with lettuce, tomatoes, and sour cream.",Burrito
16090,"One chicken enchilada topped with lettuce, tomatoes and sour cream",Burrito
16092,"A flour tortilla stuffed with beans, cheese and grilled steak or chicken. served with rice, lettuce, pico de gallo, and sour cream.",Burrito
16093,"One beef or chicken burrito topped with cheese and tomato sauce, shredded cheese, lettuce, sour cream, and   tomatoes.",Burrito
16094,Add beans and rice on the side,Burrito
16095,Add beans and rice on the side,Burrito
16097,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16098,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16099,"A whole-wheat tortilla filled with your choice of ham, country sausage, turkey sausage or bacon and scrambled eggs, black beans, green onions, tomatoes. sweet bell peppers, and pepper jack cheese grilled and topped with fresh pico de Gallo, avocado, and poblano creme. With potatoes or grits.",Burrito
16100,Fountain drink included with kids meal,Burrito
16102,"2 eggs, ham or bacon, mexican cheese, green onion, sour cream ranch sauce, and salsa served wrapped in a flour tortilla",Burrito
16104,"Quinoa, red lentils, brown rice, parsley, and onions served with pico and avocado.",Burrito
16106,"Your choice of beef, chicken, carnitas, adobada, fish, chorizo, red chile, or green chile, mixed with rice, guacamole, onions, cilantro, tomatoes, sour cream, and cheese.",Burrito
16109,"This tasty way to start your day is filled with 2 eggs, cheese, cilantro, onions, guacamole, and tomatoes.",Burrito
16110,Refried beans and melty cheeses will delign your pallate as you enjoy this traditional Mexican dish.,Burrito
16112,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
16115,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16116,"scrambled eggs, chorizo, onions, cheddar wrapped in a flour tortilla, pico de gallo, salsa, potato hash",Burrito
16119,"scrambled eggs, breakfast potatoes, peppers, onions, choice of bacon, sausage, or ham. finished with homemade tortilla and served enchilada style",Burrito
16120,"breakfast potatoes, bacon, avocado, black beans, smokey fresh salsa",Burrito
16123,"Large flour tortilla stuffed with three cheeses, peppers and onions and pico de gallo. grilled and topped with chili sauce and cheese. your choice of fajita chicken or beef",Burrito
16133,"Stuffed with breakfast potatoes, scrambled eggs, sausage, bacon, green chilies, cheddar cheese and topped with green chili sauce. Served with toast",Burrito
16136,"Egg, bacon, and cheese",Burrito
16139,"Egg, bacon, and cheese",Burrito
16144,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16145,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16146,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16147,"French ham, cheddar cheese",Burrito
16148,"French ham, cheddar cheese",Burrito
16149,"avocado, cheddar cheese",Burrito
16150,"Hash browns, onion, Mexican chorizo",Burrito
16151,"Smoked atlantic salmon, cheddar cheese",Burrito
16152,"3-egg scramble with chives in a spinach tortilla, pico de gallo",Burrito
16153,Chrizo machoca or ham,Burrito
16155,"Tender steak, fries, cheddar and jack cheese, cream and pico",Burrito
16156,Served with home fries,Burrito
16157,"Warm flour tortilla filled with your choice of grilled prawns or red snapper (or combo) with grilled peppers, rice and black beans topped with a grilled tomatillo sauce, melting jack cheese, salsa fresca and onion cilantro relish.",Burrito
16161,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
16163,"Arroz, frijoles, quesco, crema, lechuga, tomato, vegetarian burrito, rice, beans, cheese, sour cream, lettuce, tomato",Burrito
16164,"Chicken, Steak Burrito",Burrito
16169,"Al Pastor, Asada, Buche, Chorizo, Pollo, Cabeza, Carnitas, Chicharron, Jamon, Milanesa, Tripas",Burrito
16176,Flour tortilla filled with paprika lime rice,Burrito
16178,"Your choice of chicken or beef and beans topped with lettuce, guacamole and sour cream",Burrito
16181,"Flour or wheat tortilla filled with black beans, salasa fresca, cheese and guacamole",Burrito
16184,"Your choice of carne asada, shredded beef, chicken or ground beef and four topping",Burrito
16185,"Shredded beef, chicken or ground beef, topped with sauce and cheese",Burrito
16188,Topped with sauce and cheese,Burrito
16190,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16194,"Eggs, sausage, cheddar, tomato, onion, peppers",Burrito
16196,El pollo loco roja wet burrito is an indulgent and hearty chicken burrito that is smothered in a flavorful colorado sauce and served with our fresh hand-made guacamole and creamy sour cream.,Burrito
16198,"El pollo loco chicken avocado burrito is stuffed with our citrus-marinated flame-grilled chicken, fresh avocado, cabbage and creamy cilantro dressing.",Burrito
16199,Filled with one chile relleno topped with tomato sauce and Mex cheese.,Burrito
16201,Served with Salsa.,Burrito
16202,Served with Salsa.,Burrito
16203,Served with Salsa.,Burrito
16206,"Seasoned sizzling red onions, green and red peppers, choice of chicken, steak or tofu",Burrito
16207,"Our house peanut sauce, choice of chicken, steak, or tofu",Burrito
16208,"Pulled pork in mojo sauce.fresh squeezed lime and orange juices with cumin, chilis and cilantro",Burrito
16209,"Seasoned red and green peppers, red onions, zucchini",Burrito
16210,"Our house peanut sauce, choice of chicken, steak, or tofu",Burrito
16211,"Seasoned red and green peppers, red onions, zucchini",Burrito
16212,"Pulled pork in mojo sauce.fresh squeezed lime and orange juices with cumin, chilis and cilantro",Burrito
16213,"Seasoned sizzling red onions, green and red peppers, choice of chicken, steak or tofu",Burrito
16214,"Made with three scrambled eggs, bacon or sausage, onions, peppers, potatoes, cheddar cheese, cilantro, sour cream and salsa",Burrito
16216,"Scrambled eggs, onion, green pepper, sausage and cheddar cheese, covered with salsa and hash browns",Burrito
16219,"Rice, beans and rotisserie chicken",Burrito
16221,"Scrambled eggs,  chorizo sausage, green chilies, onions, cheddar and monterey jack in a wheat tortilla. topped with vera cruz sauce and served with sour cream and fresh fruit.",Burrito
16222,Fresh sliced pork marinated and slow cooked in green chile,Burrito
16223,Fresh pork marinated and slow cooked in red chile,Burrito
16224,Shredded chicken slow cooked in a mild herb sauce,Burrito
16225,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16226,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16227,"Stuffed with refried beans, lettuce, cheese, sour cream and grilled steak topped with pico de gallo with rice and refried beans",Burrito
16228,"Stuffed with lettuce, tomato, cheese, sour cream with choice of beef or chicken topped with pico de gallo and guacamole with rice",Burrito
16230,"Seasoned ground beef, beans, mushroom, green pepper, onion, lettuce, tomato, 2 cheese",Burrito
16231,"Egg, sausage, cheese, red onion, jalapenos and fresh salsa in a pesto wrap",Burrito
16237,"Pork in salsa verde, pinto beans and cheese. Served with rice,sour cream, pico de gallo, and guacamole",Burrito
16238,"Chile relleno, black beans and cheese wrapped in a large flour tortilla and topped with chipotle sauce. Served with rice, sour cream, pico de gallo and guacamole",Burrito
16239,"A wet burrito with grilled chicken or steak and pinto beans, topped with melted cheese and salsa roja, served with rice, guacamole and sour cream",Burrito
16240,"Grilled zucchini, green and red bell peppers and pinto beans topped with lettuce, guacamole, sour cream, and fresh cheese. Served with rice on the side",Burrito
16241,"Fresh scrambled eggs with shredded beef, tomato, cilantro, onions, pasilla pepper and cheese.",Burrito
16242,"Fresh scrambled eggs with ham, pasilla pepper, tomatoes, onions, bell peppers and cheese.",Burrito
16246,"Grilled zucchini, green and red bell peppers and pinto beans topped with lettuce, guacamole, sour cream, and fresh cheese. Served with rice on the side",Burrito
16247,"Pork in salsa verde, pinto beans and cheese. Served with rice,sour cream, pico de gallo, and guacamole",Burrito
16248,"Chile relleno, black beans and cheese wrapped in a large flour tortilla and topped with chipotle sauce. Served with rice, sour cream, pico de gallo and guacamole",Burrito
16249,"A wet burrito with grilled chicken or steak and pinto beans, topped with melted cheese and salsa roja, served with rice, guacamole and sour cream",Burrito
16250,"Fresh scrambled eggs with shredded beef, tomato, cilantro, onions, pasilla pepper and cheese.",Burrito
16251,"Fresh scrambled eggs with ham, pasilla pepper, tomatoes, onions, bell peppers and cheese.",Burrito
16256,"The all-new zesty cheesesteak breakfast Burritos are like tiny alarm clocks for your mouth. Combining marinated sirloin steak, zesty cheese sauce, grilled onions, golden tots, fluffy eggs and melty cheddar cheese. Because breakfast should be more Mmmm than Zzzz.",Burrito
16257,"Put a stake in your hunger with the new steak and egg breakfast burrito. Savor each bite of marinated sirloin steak, golden tots, melty cheddar cheese and fluffy eggs, all wrapped in a warm flour tortilla.",Burrito
16258,Burrito de papas,Burrito
16259,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16260,"The ultimate vegan burrito with textured vegetable protein, mixed with brown rice, lettuce, guacamole and pico de gallo, wrapped in organic whole wheat tortilla.",Burrito
16263,"Your choice of broiled steak or chicken sauteed in a chipotle sauce, with rice, beans, cheese and sour cream, wrapped in a flour tortilla.",Burrito
16264,"Your choice of broiled steak or chicken with sauteed bell peppers and onions, cheese, and chipotle sauce wrapped in a flour tortilla.",Burrito
16268,"eggs scrambled with sauteed tomatoes, peppers, onions and cilantro. wrapped in a whole wheat tortilla. topped with slightly spicy roasted tomato chipotle sauce and melted mozzarella cheese or Parmela cashew cheese. garnished with guacamole. served with breakfast potatoes, turmeric rice, or fresh fruit. can be vegan.",Burrito
16274,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16279,"Most famous fillpino dish (adobo) , garlic fried rice, scrambled eggs all wrapped n a warm tortilla (salsa on side)",Burrito
16280,"Fillpino sweet sausage, garlic fried rice, scrambled eggs all wrapped in a warm tortilla (salsa on side)",Burrito
16281,"Most famous fillpino dish (adoba) , garlic fried rice, scrambled eggs all wrapped in a warm tortilla (salsa on side)",Burrito
16283,"An extra large, flour tortilla stuffed with chile colorado, chile verde, chunky chicken, refried beans, jack and cheddar cheese and topped with red chile sauce and sour cream.",Burrito
16284,"Marinated strips of grilled beef or chicken, onions, peppers and refried beans rolled into a fresh flour tortilla, topped with red chile sauce, guacamole and sour cream.",Burrito
16285,"Carne asada, beans, rice, onions, cilantro, pico de gallo and fire roasted salsa.",Burrito
16288,"An extra large, flour tortilla stuffed with portabella mushrooms, zucchini, yellow squash, grilled onions, bell peppers, fresh grilled tomatoes, rice and beans.",Burrito
16289,"An extra large flour tortilla filled with your choice of chile colorado, chile verde or chunky chicken and refried beans then topped with our red chile sauce and melted cheese.",Burrito
16292,Refried beans and cheese folded into a fresh flour tortilla.,Burrito
16293,"Scrambled eggs,  chorizo sausage, green chilies, onions, cheddar and monterey jack in a wheat tortilla. topped with vera cruz sauce and served with sour cream and fresh fruit.",Burrito
16295,"Shredded chicken, beef, cheese, refried beans or potato.",Burrito
16300,"Two over-sized flour tortillas stuffed with meat and topped with chile con queso, garnished with lettuce and tomato",Burrito
16303,"With chili con queso, spanish rice and refried beans.",Burrito
16314,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16320,Cabo style or caesar style.,Burrito
16321,"Black beans, rice, jack cheese, onions, cilantro and spicy chipotle  sauce.  choice of chicken, pork carnitas, steak, wahoo or shrimp",Burrito
16322,"Black or pinto beans, rice, cilantro and onions.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
16323,"Melted jack cheese, guacamole and pico de gallo.  choice of chicken, pork carnitas, steak, wahoo or shrimp.",Burrito
16326,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
16327,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With grilled all natural chicken or steak.",Burrito
16328,Melted cheese and salsa fresca. With chicken or steak.,Burrito
16329,Melted cheese and salsa fresca. With grilled all natural chicken or steak.,Burrito
16331,"scrambled eggs, chorizo, black beans, avocado, jack cheese, pico de gallo, crispy yukon potatoes",Burrito
16333,"Apple wood bacon, potatoes, scrambled eggs, salsa and cheddar cheese wrapped in a flour tortilla",Burrito
16335,"marinated chicken or steak, spinach rice, avocado, sriracha aioli, pepper jack cheese",Burrito
16336,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16338,"A monster burrito with chicken, cheese, cilantro rice, onions and peppers.  served with guacamole, sour cream, salsa and black beans",Burrito
16344,"Egg, cheese, tomatoes, onions, peppers and salsa",Burrito
16345,"Scrambled eggs, ham, onion, pepper and Monterey Jack cheese smothered with salsa and a side of sour cream, served with home fries.",Burrito
16354,"Hotdog wrapped in bacon, cheddar and a flour tortilla, with queso and french fries",Burrito
16355,"Crispy bacon, avocado, two scrambled eggs, our smoky cheese blend, freshly made pico de gallo and Chipotle sauce hand-wrapped in a large flour tortilla. Grilled and served with crispy hash browns.",Burrito
16360,Seasoned lean shredded beef and mild real cheddar cheese all wrapped in a warm flour tortilla.,Burrito
16361,"Homemade beans, mild red sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
16363,"Seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
16364,"Homemade beans, spicy green sauce, and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
16365,"Homemade beans, seasoned lean ground beef, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
16368,"All white meat chicken, mild red sauce and mild real cheddar cheese all wrapped in a warm flour tortilla.",Burrito
16369,"Choice of ground beef, shredded beef, or chicken burrito smothered with red sauce and mild real cheddar cheese. all platters served with seasoned mexican rice, homemade beans, guacamole and sour cream. served with 32oz. drink.",Burrito
16371,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16374,"This hearty steak burrito is covered with your choice of red or green sauce, garnished with lettuce, tomatoes, and sour cream. served with bean or rice.",Burrito
16375,"A large burrito filled with grilled chicken or steak, beans and cheese, rolled and plated with guacamole, sour cream and pico di gallo.",Burrito
16376,"Chicken, beef, rice and beans rolled in a large flour tortilla, topped with salsa ranchero, beef tips and sour cream.",Burrito
16377,A grand tortilla filed with fajita style chicken and bean or beef and beans with lettuce and sour cream,Burrito
16378,"Grilled steak or chicken burrito with grilled nopales and onions. topped with chipotle sauce. accompanied with lettuce, tomato and sour cream. includes your choice of rice and beans",Burrito
16384,"This taco bell fresco burrito is a warm, soft flour tortilla wrapped around hearty beans, tangy red sauce, diced onions, and fiesta salsa.",Burrito
16389,"A warm, soft, flour tortilla wrapped around hearty beans, real cheddar cheese, tangy red sauce and diced onions.",Burrito
16391,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
16392,Melted cheese and salsa fresca. With chicken or steak.,Burrito
16393,"Cheese, lettuce, tomato, guacamole, sour cream, beans, (steak, chicken)",Burrito
16395,"Classic enchilada style burrito filled with pork green chile and oaxaca cheese, topped with tomatillo sauce and melted cheese",Burrito
16396,"We whit melted cheese, beef, lettuce, rise, beans, guacamole",Burrito
16397,"Beans, guacamole, pico de gallo",Burrito
16398,"Wet whit melted cheesembeef lettuce, rise, bean",Burrito
16399,"Wet with melted cheese, beef, lettuce, rise, beans",Burrito
16400,"Beans, guacamole, pico de gallo",Burrito
16401,"(choise of chicken, asada or canitas)",Burrito
16402,"Wet with melted cheese, chunky beef, beans",Burrito
16404,"Lettuce, cheese, souce",Burrito
16405,"Beans, cheese, souce",Burrito
16406,"Almond, sunflower, cashew, romaine, red pepper, salsa, sun-dried tomato, spice, collard",Burrito
16408,"Ancho chile salsa rice beans grilled peppers and onions seasoned cheese, pico de gallo",Burrito
16409,Ancho chile salsa rice beans monterey jack cheese pico de gallo hand mashed guacamole,Burrito
16410,"Chipotle chile salsa rice refried beans monterey jack cheese, onions cilantro pico de gallo",Burrito
16412,"Spice up your morning with peppers, onions, fluffy scrambled eggs, sausage and melty cheese all Wrapped in a soft tortilla.",Burrito
16413,"Beans, rice, meat, cheese, sour cream, hot sauce and onions",Burrito
16414,"Beans, rice, meat, hot sauce and onions",Burrito
16415,"Beans, rice, lettuce, cheese, sour cream, hot sauce, onions and tomatoes",Burrito
16417,"Beans, rice and cheese",Burrito
16420,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
16421,Melted cheese and salsa fresca. With chicken or steak.,Burrito
16423,"eggs, potatoes, onion, peppers, tomatoes, queso, pico de gallo",Burrito
16425,"Citrus rice, black beans, lettuce, red tomatillo salsa, salsa fresca and chipotle sauce. With chicken or steak.",Burrito
16426,Melted cheese and salsa fresca. With chicken or steak.,Burrito
16427,"Filled with choice of meat, beans, onions, cilantro, salsa and jack cheese. covered with burrito sauce, jack and cheddar cheese. served with rice and beans, sour cream and guacamole",Burrito
16429,"Filled with choice of meat, rice, beans, onions, cilantro, salsa, jack cheese. covered with a mild chipotle sauce, jack and cheddar cheese.",Burrito
16431,"Filled with choice of meat, beans, onions, cilantro, salsa and jack cheese. covered with burrito sauce, jack and cheddar cheese. served with rice and beans, sour cream and guacamole",Burrito
16432,"Filled with choice of meat, rice, beans, onions, cilantro, salsa, jack cheese. covered with a mild chipotle sauce, jack and cheddar cheese.",Burrito
16435,"Choice of meat, scrambled egg, potato, onions, peppers, and cheese on a tortilla wrap",Burrito
16437,15 burritos cut in 5 pcs,Burrito
16445,Three scrambled eggs. Sausage. Black beans. Jasmine rice. Cheddar cheese. Flour tortilla. Avocado. Pico de gallo. Cilantro sour cream. Home fries or grits.,Burrito
16447,"Black beans, braised tofu, jack and cheddar cheese, spanish rice and salsa wrapped in an over sized whole wheat tortilla. Served with jicama salad, guacamole and sour cream.",Burrito
16449,"Scrambled eggs, potatoes, cheese, bacon, sausage or corned beef rolled up in a toasty tortilla. Served with fresh pico de gallo",Burrito
16453,"Eggs, chorizo, cheese, onions, tomato, bell pepper. With avocado, salsa and sour cream.",Burrito
16454,"Beef or chicken with tomato, onions, bell pepper, beans, and cheese with salsa on the side. Served with rice.",Burrito
16455,Shrimp burrito,Burrito
16456,Grilled steak or chicken burrito,Burrito
16460,"scrambled eggs, choice of house made chorizo, bacon or black beans pepper jack, bell peppers, red onions and red potatoes rolled in a flour tortilla, served with guacamole, sour cream, fire roasted house salsa",Burrito
16466,"Spinach wrap with eggs, cheddar, bacon, hash browns, and pico de gallo. served with fruit",Burrito
16469,"Pollo, res y adobada flour tortilla wrap with rice, beans, lettuce, cream and cheese",Burrito
16471,Grilled steak wrapped in a flour tortilla,Burrito
16472,Tender pollo wrapped in a flour tortilla and topped with spanish sauce and melted cheese,Burrito
16473,Carne de cerdo cooked with our homemade green tomatillo sauce and dressed in melted cheese,Burrito
